Bullmastiff,"The Bullmastiff dog breed is a firm and fearless family guardian. While standoffish toward strangers, they’ve got a soft spot for their loved ones.

Called the “silent watchdog,” this breed is nonetheless so mellow that they make great apartment dogs. They have short, easy-care coats, but beware: These dogs are droolers. If you can get past a little slobber, you’ll find a big, protective companion who will be happy to join you on adventures, so long as you save a spot on the couch for them afterward.",L,,,,,,,,,
Bullmatian,"The Bullmatian is a mixed breed dog–a cross between the Bulldog and Dalmatian dog breeds. Loving, energetic, and friendly, these pups inherited some of the best qualities from both of their parents.

You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Bullmatian to your home!


Bullmatians are top-notch companion dogs. This mixed breed is known to be loving and friendly and also does very well around children. However, this energetic dog will need a high amount of regular exercise and a variety of play sessions. If you’re a rookie dog owner, then you should know that Bullmatians have a reputation for stubborness at times–they’re most likely to make a good fit for a seasoned dog owner who has a lot of experience training dogs.",M,,,,,,,,,
Cairn Terrier,"The Cairn Terrier dog breed is a small working terrier developed on the Isle of Skye in Scotland. Farmers used him to rid their property of vermin, and they needed a dog with courage, tenacity, and intelligence — characteristics still found in today’s Cairn. He is a sensible, independent, and friendly dog who excels as a family companion.",S,,,,,,,,,
Canaan Dog,"The Canaan Dog is a pariah dog that has survived in the desert region of Israel for thousands of years. Believed to be the dog breed that the Hebrews used in biblical times to herd and guard their flocks and encampments, some are still used by Bedouins and Druse for this purpose today. In Europe and North America they are companion dogs and compete in dog sports such as conformation, agility, and obedience.",M,,,,,,,,,
Cane Corso,"This old Italian dog breed was developed to guard property and hunt big game such as wild boar.

The Cane Corso is powerful and athletic, best suited to an experienced owner who has a large, securely fenced yard.",L,,,,,,,,,
Cardigan Welsh Corgi,"The Cardigan Welsh Corgi is the older of the two Corgi dog breeds, with dogs of this type believed to have existed in Wales for more than 3,000 years.

The Cardigan is distinguished by their long tail—like the sleeves of a cardigan sweater—and was used to drive cattle to market. Known as the yard-long dog, the Cardigan is sensible and affectionate. They love to spend time with their family and are an active, fun-loving playmate for school-age children.


The Cardigan’s medium-length coat comes in many colors and patterns, including red, brindle, blue merle and black, usually with white markings.",M,,,,,,,,,
Catahoula Bulldog,"The Catahoula Bulldog is a mixed breed dog–a cross between the Catahoula Leopard Dog and American Bulldog dog breeds. Agile, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.

Catahoula Bulldogs are also known as American Mastahoulas. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add one of these mixed breed pups to your home!


When living with a Catahoula Bulldog, you’ll find they’re exceptionally high energy dogs with a large amount of intelligence–so you’ll need to ensure that you can provide the mixed breed with almost constant attention and exercise. They’re also very loyal and protective–intruders will set off the alert dog’s guarding instincts.",L,,,,,,,,,
Catahoula Leopard Do,"The Catahoula Leopoard Dog breed has a striking appearance and a strong work ethic.

They’re a tough dog, bred to work in swamps and forests, and they require a leader who is firm and consistent, with time to keep them occupied.",L,,,,,,,,,
Caucasian Shepherd Dog,"Loyal, strong, and courageous, the Caucasian Shepherd Dog is a fierce family protector bred to care for flocks and defend the home against wild predators in the rough Caucasus Mountain region. They are also known as Caucasian Mountain Dogs, Russian Bear Dogs, Baskhan (Karachay) Pariy, Caucasian Ovcharka Dogs, or just CO, and there are many variants and types.

This massive breed is highly territorial and won’t back down from a fight, even against bears or wolves. Caucasian Shepherd Dogs are intelligent, but their stubborn, independent nature can make them difficult to train, and their natural distrust of strangers and other animals can lead to aggressive tendencies if they are not kept in check by an experienced trainer.


This breed is not a good choice for novice owners, and though they are fairly low-energy dogs, the sheer size of Caucasian Shepherd Dogs makes them poorly suited for apartment living and homes with small children. Still, with proper training and socialization, Caucasian Shepherd Dogs can be strong watchdogs, family companions, and even therapy dogs.

While they may not appeal to first-time dog owners, Caucasian Shepherd Dogs will reward experienced, patient, consistent trainers with gentle love and affection that will make them excellent lifelong family members.",S,,,,,,,,,
Cav-a-Jack,"The Cav-a-Jack is a mixed breed dog–a cross between the Cavalier King Charles Spaniel and Jack Russell Terrier dog breeds. Energetic, friendly, and playful, these pups inherited some of the best qualities from both of their parents.

You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Cav-a-Jack to your home!

The Cav-a-Jack is a great dog for a first time owner to consider. These pups are playful and sociable; they love to spend time around people and will make great playmates for any young children in your household. They also have something of a mischievous side! Due to the mixed breed’s smaller size, they’re adaptable to apartment living, just as long as you make sure you meet their exercise requirements. Cav-a-Jacks are known to be smart and inquisitive dogs who will benefit from interactive toys in their environment.",S,,,,,,,,,
Cavachon,"The Cavachon is a mixed breed dog–a cross between the Cavalier King Charles Spaniel and Bichon Frise dog breeds. Compact, spunky, and full of fun, these pups inherited some of the best qualities from both of their parents.

Cavachons don’t go by many other names with the exceptions of Cavalier-Bichon or Bichon-King Charles. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed-specific rescues, so remember to adopt! Don’t shop!


These adorable pups make great apartment dogs for active urban dwellers. They do well in houses with or without a yard. Households with or without kids are just fine, too. They can adapt to just about any loving environment! If you are looking for a playful companion pup who will love you unconditionally, the Cavachon could be your next adopted family member.",S,,,,,,,,,
Cavador,"The Cavador is a mixed breed dog–a cross between the Cavalier King Charles Spaniel and Labrador Retriever dog breeds. Friendly, loving, and intelligent, these pups inherited some of the best qualities from both of their parents.

Cavadors are also known as the Cavadoor or Cavadore. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add one of these mixed breed pups to your home!

Cavadors make excellent family pets–and also frequently work as service dogs. If you’re looking for a devoted family-focused dog with warm and playful instincts, this might well be the mixed breed for you. The Cavador does exceptionally well around kids and will happily take part in joint play sessions between humans and canines.",M,,,,,,,,,
Cavalier King Charles Spaniel,"Although they’re born to be a companion, the Cavalier King Charles Spaniel dog breed retains the sporty nature of their spaniel ancestors. If they’re not sitting on a lap or getting a belly rub, nothing makes them happier than to flush a bird and then attempt to retrieve it.

One of the largest of the toy breeds, they’re often as athletic as a true sporting breed and enjoy hiking, running on the beach, and dog sports such as agility, flyball and rally. Some have even shown their prowess as hunting dogs. The more restful members of the breed find success as family friends and therapy dogs.
",L,,,,,,,,,
Cavapoo,"The Cavapoo is a mixed breed dog–a cross between the Cavalier King Charles Spaniel and Poodle dog breeds. Outgoing, playful, and curious, these pups inherit some of the best traits from both of their parents.

Cavapoos go by several names, including Cavadoodle and Cavoodle. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Don’t shop!


These adorable pups make amazing family pets, as they’re outgoing and adore attention. While they can work in smaller settings, they definitely thrive in a “pack” setting. If you want a loyal, playful dog who enjoys romping around with you or snuggling on the couch, the Cavapoo may be the dog for you!",S,,,,,,,,,
Cesky Terrier,"This Czech native dog breed is a cross between a Scottish Terrier and a Sealyham Terrier.

The Cesky Terrier was created to hunt vermin, but with their loving personality, moderate exercise needs, and small size, they make for a great companion dog, too.",S,,,,,,,,,
Chabrador,"The Chabrador is a mixed breed dog–a cross between the Chow Chow and Labrador Retriever dog breeds. Loyal, friendly, and independent, these pups inherited some of the best qualities from both of their parents.

Chabradors are also known as Lab Chows and, sometimes, Chowbradors. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Chabrador to your home!


Chabradors make excellent family pets if you’re searching for a canine who’s equal parts companion and guard dog. These dogs also take some of the lower maintenance traits of their parent breeds, requiring much less in the way of grooming and exercise needs than the Chow Chow and Labrador Retriever respectively.",S,,,,,,,,,
Cheagle,"The Cheagle is a mixed breed dog–a cross between the Chihuahua and Beagle dog breeds. Compact, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.

Cheagles go by several names, including Beagle Chi, Chi-Bea, Beagle Chihuahua mix, and Chibeagle. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs, along with every other kind of dog, in shelters and breed-specific rescues, so remember to adopt! Don’t shop!


These adorable pups make great family additions for active singles or families with older children. If you are looking for a pup who is spirited and fun-loving, this may be your soulmate.",M,,,,,,,,,
Chesapeake Bay Retriever,"The Chesapeake Bay Retriever dog breed originated as a water dog used to hunt and retrieve ducks in the chilly chop of Maryland’s Chesapeake Bay. The dog’s sturdy build, dense coat, stamina, and strength made him ideal for this purpose. Today, he’s still known as a fine hunting dog as well as a wonderful companion for active, experienced dog owners who can give him the structure and exercise he needs.",L,,,,,,,,,
Chi-Poo,"The Chi-Poo is a mixed breed dog–a cross between the Chihuahua and Toy or Teacup Poodle dog breeds. Compact, energetic, and great with kids, these pups inherited some of the best qualities from both of their parents.

Chi-Poos go by several names, including Choodle, Chipoodle, Poochi, and Poohuahua. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed-specific rescues, so remember to adopt! Don’t shop!


These adorable pups are quite versatile. They make great apartment dogs for people with active lifestyles and do well in big or small houses with a yard or without. If you want an energetic dog who doesn’t require a ton of exercise and will also act as a guard dog, alerting you to any potential dangers and visitors, the Chi-Poo may be the right dog for you.",L,,,,,,,,,
Chihuahua,"The Chihuahua dog breed‘s charms include their small size, big personality, and variety in coat types and colors.

Chihuahuas are all dog, fully capable of competing in dog sports such as agility and obedience, and are among the top ten watchdogs recommended by experts.",L,,,,,,,,,
Chilier,"The Chilier is a mixed breed dog–a cross between the Chihuahua and Cavalier King Charles Spaniel dog breeds. Friendly, sociable, and affectionate, these pups inherited some of the best traits from both of their parents.

The Chilier is sometimes also known as the Cavachi. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add one of these pups to your home!


This mixed breed has a fine reputation for being a very family-focused dog who enjoys being around people and will bond with the members of your family very quickly. They’re also relatively laid back and calm. Due to their small size, they can usually adapt to living in apartment situations; although, they definitely prefer to have access to a safe and fenced-in outdoor space. If you’re thinking of adopting a Chilier, just be aware that they often have a very strong independent streak that comes from their Chihuahua side, and it can result in the dog being harder than usual to train.",S,,,,,,,,,
Chinese Crested,"The Chinese Crested dog breed was created to be an invalid’s companion. In that setting, you won’t find a better dog. They can almost read your mind and will lie in bed for hours without moving a muscle. They have almost no desire to go out and run around like regular dogs, although they are athletic enough to jump surprisingly tall fences and compete in agility. Chinese Cresteds are not gregarious, but they are intensely social and bond quickly within their pack. They don’t accept strangers easily. Once it falls in love with you, you’ll have a little stalker on your hands — he’ll be eternally, thoroughly devoted.",S,,,,,,,,,
Chinese Shar-Pei,"Though the Chinese Shar-Pei is the 134th breed recognized by the American Kennel Club, the dog breed has been around for hundreds of years. He was developed to guard, hunt, herd, and later, fight, and is known for his characteristic short, bristly coat, loose, wrinkled skin, and devotion to his family. Today, the Shar-Pei mostly enjoys life as a beloved companion.",M,,,,,,,,,
Chinook,"Created in the White Mountains of New Hampshire, the Chinook dog breed made his name on Admiral Byrd’s first Antarctic expedition in 1928. These days he’s a multipurpose dog who’s happy hiking, competing in agility and other dog sports, pulling a sled or other conveyance, and playing with the kids.",L,,,,,,,,,
Chipin,"The Chipin is a mixed breed dog–a cross between the Chihuahua and Miniature Pinscher dog breeds. Compact, happy, and fast learners, these pups inherited some of the best qualities from both of their parents. Parental breed research can offer much insight into their temperament and behaviors.

Chipins go by a few names, including Pinhuahua and Minchi. Despite their unfortunate status as a “designer” breed, you can find these mixed dogs in shelters and breed specific rescues, so remember to adopt! Don’t shop!


These adorable pups make great apartment dogs for active urban dwellers and families, though they have a tendency to be yappy. If you want an energetic “spirited” dog who will keep you on your toes, alert you to any potential dangers, and love you unconditionally, the Chipin may be your new best friend.",S,,,,,,,,,
Chiweenie,"The Chiweenie is a mixed breed dog–a cross between the Chihuahua and Dachshund dog breeds. Compact, energetic, and loyal, these pups inherited some of the best traits from both of their parents.

Chiweenies go by several names, including Choxie, Weeniehuahua, the German Taco, and the Mexican Hot Dog. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Don’t shop!

These adorable pups make great apartment dogs for active urban dwellers, though they are best suited to small or single-person households, and they have a tendency to be yappy. If you want an energetic “firecracker” dog who will keep you on your toes, alert you to any potential dangers, and love you unconditionally, the Chiweenie may be the right dog for you!",S,,,,,,,,,
Chow Chow,"This distinctive-looking dog breed has a proud, independent spirit that some describe as catlike. He can be aloof — if you’re looking for a cuddle buddy, this probably isn’t the best breed for you — and downright suspicious of strangers. But for the right person, he’s a fiercely loyal companion.",M,,,,,,,,,
Chug,"The Chug is a mixed breed dog–a cross between the Chihuahua and the Pug. Playful, loyal, and small, the Chug has some of the best traits of both of their compact, loving parents.

Chugs go by several other names, like the Chihuahua Pug mix, Pughuahua, and Pugwawa. Even though they’re sometimes unfortunately thought of as a designer dog, the good news is there are plenty of Pug Chihuahua mixes available for adoption. You can always check a breed-specific rescue if you are specifically looking for a Chug. Remember to adopt! Don’t shop!


Despite their tiny stature, these dogs have big personalities. They like to think that they are actually large dogs, and will act as such. Anyone who is thinking about getting this mixed breed should be ready for an energetic pup who requires a lot of attention. This makes them great family pets, but smaller children learn how to safely play with the small Chug. Fortunately, with some training, you can keep your Chug from getting too territorial, resource-guarding, or snapping if play with a tiny human accidentally gets too intense.",S,,,,,,,,,
Chusky,"The Chusky is a mixed breed dog — a cross between the Chow Chow and Siberian Husky dog breeds. Curious, headstrong, and loving, these dogs inherited some of the best qualities from both of their parents.

Chuskies go by several different names, including Chow Husky, Husky Chow, and Chowski. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Don’t shop!


These adorable, fluffy dogs are intelligent and somewhat stubborn, which doesn’t make them ideal matches for novice owners. They can also grow very protective of their owners and make excellent watch dogs. If you want a smart dog who enjoys training, lots of exercise, and of course, lots of cuddles, then the Chusky might be the right dog for you.",M,,,,,,,,,
Clumber Spaniel,"The Clumber Spaniel dog breed was originally created to find and retrieve game birds for hunters. Today, there is an effort to re-establish the Clumber Spaniel as an exceptional gundog, and many Clumber Spaniels compete in field trials. They can also be found in the show ring and competing in tracking, obedience, rally, and other dog sports. Last, but definitely not least, they make super family companions.",L,,,,,,,,,
Cockalier,"The Cockalier is a mixed breed dog–a cross between the Cavalier King Charles Spaniel and Cocker Spaniel dog breeds. Friendly, gentle, and intelligent, these pups inherited some of the best traits from both of their parents.

You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Cockalier to your home!


The Cockalier is one of the most affectionate and loving dog breeds around. They are loving and loyal and will quickly form lifelong bonds with any humans who show them love and kindness. They are intelligent and usually take well to training, making them an ideal option for first time dog owners.

While the Cockalier is a high energy canine, they can also adapt to living in apartments or smaller spaces–as long as enough exercise is provided. If you’ve looking for a loyal and loving dog with a great temperament, definitely consider adopting a Cockalier.",S,,,,,,,,,
Cockapoo,"An adorable, small dog with the personality of a big clown, the Cockapoo is the first of the “designer dogs” (not a “pure” dog breed), dating back to the 1960s, rather than to just a few years ago. Completely people-oriented, the Cockapoo is intelligent enough to train easily, hardly sheds, forgives quickly, and is so affectionate that you’ll never feel alone. You might even have to shut the bathroom door for a minute of privacy. They’re happy running around an agility course, showing off their tricks to company, being petted as a therapy dog, or just hanging out on your lap. Your lap is theirs, by the way.",L,,,,,,,,,
Cocker Spaniel,"The Cocker Spaniel is primarily a beloved companion dog breed, though he remains a capable bird dog at heart. Beautiful to look at (and labor-intensive to groom), the Cocker’s amenable, cheerful disposition also makes him a treat to have in the family. Never more pleased than when he’s pleasing you, he’s as happy to snuggle on the couch with his favorite adults as to romp in the yard with the kids.",M,,,,,,,,,
Collie,"The Collie dog breed is a native of Scotland, mostly of the Highland regions but also bred in the Scottish Lowlands and northern England, where she was used primarily as a herding dog. She is a sensitive and intelligent dog, known for her undying loyalty and amazing ability to foresee her owner’s needs. She is a great family companion, and is still a capable herding dog.",M,,,,,,,,,
Corgi Inu,"The Corgi Inu is a mixed breed dog–a cross between the Shiba Inu and the Corgi dog breeds. With the adorable looks of a fox, these vigilant, affable pups inherited some of the best qualities from both of their parents.

Corgi Inus go by several names, including the Shiba Corgi or simply the Corgi Shiba Inu mix. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Don’t shop!


These adorable pups are incredibly alert, which makes them a great choice for anyone looking for a watch dog. This also makes them an excellent dog for singles living in active urban areas, seniors, or families with older children who know how to properly interact with dogs. If you’re looking for a highly trainable, independent companion, the Corgi Inu just might be the perfect dog for you!",S,,,,,,,,,
Corgidor,"The Corgidor is a mixed breed dog–a cross between the Corgi and Labrador Retriever dog breeds. Mid-sized, even tempered, and energetic, these pups inherited some of the best traits from both of their parents.

They often look similar to a Labrador with short legs. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and rescues, so remember to adopt! Don’t shop!


Corgidors would make great additions to almost any family with a moderate-to-active lifestyle. Also, if you like the outdoors, this pup may be your new favorite companion. They’re easygoing, good-natured, and loyal to a fault.",M,,,,,,,,,
Coton de Tulear,"Sweet and cuddly dog breed with a clownish personality, the Coton de Tulear is always ready for a good time. This smart little dog with the cottony coat originated in Madagascar and is related to the Bichon Frise and the Maltese.",S,,,,,,,,,
Curly-Coated Retriever,"Created to retrieve game from land or water, the Curly-Coated Retriever dog breed was popular with English gamekeepers, hunters, and poachers alike. Today he competes in such dog sports as field trials, agility, obedience, and flyball and has been successful as a therapy dog, drug detection dog, and search and rescue dog. When he’s not out working or competing, he’s happy to lie beside his favorite person, enjoying a nice back scratch.",L,,,,,,,,,
Dachsador,"The Dachsador is a mixed breed dog–a cross between the Dachshund and Labrador Retriever dog breeds. Lively, active, and friendly, these pups inherited some of the best qualities from both of their parents.

Dachsadors are also sometimes known as Doxadors, Doxidors, and Weinerdors. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Dachsador to your home!


The Dachsador is a friendly and super social dog who will be a big hit with families. The breed will seek out human companionship and is always in the mood for cuddle sessions on the couch. A relatively low maintenance dog when it comes to grooming, the Dachsador does have a playful streak that means this high energy mixed breed will require regular exercise. If you’re an active family, this dog will fit in with your routine perfectly.",L,,,,,,,,,
Dachshund,"Dachshunds are scent hound dogs who were bred to hunt badgers and other tunneling animals, rabbits, and foxes. Packs of Dachshunds were even used to trail wild boar.

Today their versatility makes them excellent family companions, show dogs, and small-game hunters.",S,,,,,,,,,
Dalmatian,"Best known as the star of Disney’s 101 Dalmatians, this sleek and athletic dog breed has a history that goes back several hundred years. He started out as a coach dog but has also served in many other capacities, including hunter, firehouse dog, and circus performer. As charming in life as in film, he goes from gallant to goofy to gallant again in the blink of an eye, and loves to be a part of everything his family does.",L,,,,,,,,,
Dandie Dinmont Terrier,"Dandie Dinmont Terriers originally were bred to hunt otter and badger. Nicknamed the gentleman of the terrier family, he is calm and reserved, yet retains his terrier tenacity and love of the hunt. His small size and moderate exercise needs make him well suited to both city and country homes.",S,,,,,,,,,
Deutscher Wachtelhund,"The Deutscher Wachtelhund is a rare purebred dog originating from Germany. Friendly, intelligent, and versatile, this adorable pup has some of the best qualities you can find in any dog breed.

The Deutscher Wachtelhund goes by several other names, including German Spaniel, Deutscher Wachtel, and German Quail Dog. Despite their unfortunate status as a rare breed, you can still sometimes find these pooches in your local shelters or rescues. So remember it’s better to adopt. Don’t shop!


These pups are adaptable and natural hunters, so living somewhere in the rural area or countryside works best for them. They’re also affectionate and friendly, so they’re suited for any type of household or family. Although they are great family dogs, they can get some separation anxiety if left alone for too long. If you want an energetic, capable dog who will keep you on your toes and love you unconditionally, then the Deutscher Wachtelhund may be the right dog for you!",M,,,,,,,,,
Doberdor,"The Doberdor is a mixed breed dog–a cross between the Doberman Pinscher and Labrador Retriever dog breeds. Intelligent, protective, and loyal, these pups inherited some of the best qualities from both of their parents.

Doberdors are also sometimes known as the Labraman. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Doberdor to your home!


Doberdors make excellent guard dogs, and they’ll quickly become loyal and protective towards the humans in their life. But they’re also a super playful breed that requires lots of exercise and playtime. They are not suited for apartment living–ideally you’ll want a safe, fenced in yard and access to off-leash parks. Doberdors also have a reputation for being a little tricky to train, so experienced dog owners fare better with the breed.",L,,,,,,,,,
Doberman Pinscher,"The Doberman Pinscher was developed in Germany during the late 19th century, primarily as a guard dog. His exact ancestry is unknown, but he’s believed to be a mixture of many dog breeds, including the Rottweiler, Black and Tan Terrier, and German Pinscher. With his sleek coat, athletic build, and characteristic cropped ears and docked tail, the Doberman Pinscher looks like an aristocrat. He is a highly energetic and intelligent dog, suited for police and military work, canine sports, and as a family guardian and companion.",L,,,,,,,,,
Docker,"The Docker is a mixed breed dog–a cross between the Dachshund and Cocker Spaniel dog breeds. They range in size from small to medium and enjoy lounging around with intervals of playtime. Fetch, hiking, or squirrel chasing would be ideal. These pups inherited some of the best qualities from both of their parents.

Dockers go by a few other names, including Doxie Spaniel and Spaniel Doxie. Despite their unfortunate status as a designer breed, you can find these mixed-breed, along with every other one, in shelters and breed-specific rescues, so remember to adopt! Don’t shop!


These adorable pups make great family additions. The bigger the family, the better, because they don’t like to be left alone for long stretches. If you want a sweet-natured dog who will also alert you to any potential dangers and enjoy paling around with you, the Docker may be a great choice.",S,,,,,,,,,
Dogo Argentino,"The Dogo Argentino, sometimes called the Argentinian Mastiff or the Argentine Dogo, is a powerful, athletic, and loyal breed that is both a fierce hunter and a gentle protector of its human family. They have a high prey drive, a strong will, and, at times, a distrust of strangers and other animals, all of which require an experienced dog owner to handle the breed.

Dogo Argentino puppies need lots of physical activity and mental stimulation along with patient training, or else they can become bored and destructive. Dogo Argentinos are often used to help with big-game hunting, though they are also trained for police work, search and rescue, military work, and as service dogs.


With proper training and socialization, they can make an excellent family companion and watchdog.",L,,,,,,,,,
Dogue de Bordeaux,"This dog breed‘s most famous member co-starred with Tom Hanks in the 1989 movie, Turner and Hooch. Loyal, self-assured, and territorial, the Dogue de Bordeaux requires lots of training and socialization.",L,,,,,,,,,
Dorgi,"The Dorgi is a mixed breed dog–a cross between the Dachshund and Corgi dog breeds. Loyal, friendly, and intelligent, these pups inherited some of the best qualities from both of their parents.

Dorgis are also known as the Dorgie on occasion. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Dorgi to your home!


Dorgis make excellent family pets–and their adorable and unique look makes them eye-catching walking companions when you’re out and about. The diminutive breed is loving and loyal and enjoys being around small children. Although be warned: These are energetic dogs, and you’re going to need to commit to appropriate levels of exercise or live in a space with outdoor access.",S,,,,,,,,,
Doxiepoo,"If you were the type of kid who wasn’t afraid to choose the “mystery” flavor of candy in a bag, a Dachshund Poodle–or Doxiepoo–may be for you. While this mixed breed can have famously endless combinations, they are known for being affectionate, intelligent, and playful.

The list of names the Doxiepoo is known by is as long as the parent Dachshund: Doodle, Dachdoodle, Doxiedoodle, Doxiepoodle, Dachshunddoodle, and Dachshundpoo. This is one of the most unpredictable pairings among mixed breeds, even within a single litter, which means they often end up in shelters. However, with such winning personality traits, they are wonderfully adoptable dogs–and, as one of the most loving mixed breeds, they will fall in love with you before you leave the shelter.


Because they’re so affectionate and loyal, Doxiepoos work best with families who don’t mind spending plenty of time with them. They do well with children, but they do best in single-pet homes. Vigilant watchdogs, Doxiepoos may be “yappy,” so owners should be prepared. Also, because it’s impossible to know how this mix may turn out, owners who need “hypoallergenic” dogs should probably stay away from this mixed breed. Doxiepoos are energetic but highly adaptable to both apartments and houses, provided they are given enough exercise time.",S,,,,,,,,,
Doxle,"A cross between Dachshund and Beagle breeds, the Doxle is an adorable family watchdog. Affectionate, playful, and inquisitive, Doxles combine some of the best characteristics of both parents.

Doxles are also known as Beaschunds, Beweenies, and Doxies. Despite their status as a “designer breed,” you can find Doxles at breed-specific rescues and shelters. So please opt to adopt!


These sweet pups would make a great addition to a home where their affection can be reciprocated–they don’t like to be left alone for long periods of time. That, plus their high level of energy and need for lots of exercise makes them a better fit for people who have time in their schedules to be home for a good portion of the day. They do well with other dogs, but because both parent breeds are hunting dogs, you’d do best not to incorporate smaller animals, especially of prey size.",S,,,,,,,,,
Drentsche Patrijshond,"The Drentsche Patrijshond is a purebred dog hailing from the Netherlands. Intelligent, loyal, and sensitive, these pups have some of the best qualities of any dog breed.

Drentsche Patrijshonds go by several other names, including Dutch Partridge Dog and Drent. You may find these beautiful and versatile purebred dogs in your local shelters and breed specific rescues. Remember that it’s always better to adopt and not shop!


These great pooches make excellent all-around pets. They’re able to live with urban dwellers in city apartments but are better suited for bigger homes with a yard so they can expend their energy. From single-person households to larger sized families, these pups fit in with anyone. If you want a loyal companion who loves to please, then the Drentsche Patrijschond might be just right for you!",L,,,,,,,,,
Drever,"The Drever is a purebred dog from the country of Sweden. Loyal, hardworking, and alert, these pups have some of the best qualities of any dog around.

Drevers go by one other name, which is Swedish Dachsbracke. Despite being from the country of Sweden, you might be able to find this purebred at your local shelter or breed specific rescues nearby. Remember, it’s always better to adopt and not shop!


These hardworking pooches can make great apartment dogs for active urban dwellers, though, with their high energy, they’re better suited for larger homes with yards where they can run around. These pups can get along well with single-person households or larger families. If you want an alert and loyal pup who won’t leave your side, then the Drever might be the perfect dog breed for you!",M,,,,,,,,,
Dutch Shepherd,"Originally used by shepherds in the Netherlands for all-around farm work, the Dutch Shepherd is an intelligent, highly trainable jack-of-all-trades. In modern times, they are used as police dogs, service animals, and family-friendly companions.

You may take a look at the Dutch Shepherd and notice a striking resemblance to German Shepherds or Belgian Shepherds. That’s because these cousin breeds share a close ancestry and only diverged a little over a hundred years ago. While Dutch Shepherds are more rare than many other shepherd breeds, they are known to be some of the healthiest and easiest to train.


They come in three different kinds of coats that are beautifully brindle. If you want a dog that will do well in competitions, act as a watchdog, keep you active, love your family, and provide loyal, affectionate, obedient companionship, you’d get all of the above and more in a Dutch Shepherd.",L,,,,,,,,,
English Cocker Spaniel,"English Cockers are a medium-size dog breed with long ears and a happy disposition. The name Cocker comes from their use to hunt woodcock in England, although English Cockers have been used to hunt many other types of birds as well. They make great companion dogs for people who can give them the exercise they need.",M,,,,,,,,,
English Foxhound,"The English Foxhound was originally a hunting dog breed, designed to pursue foxes in the English countryside. Today he also enjoys life as a family companion and competes in the conformation ring. Many English Foxhounds also compete in Foxhound Performance Trials, which grade the dogs on their pack hunting skills.",M,,,,,,,,,
English Setter,"The English Setter dog breed was named for its practice of “setting,” or crouching low, when it found birds so the hunter could throw his net over them. After the development of the gun, the dog was developed so he would stand in the more traditional Pointer style. The English Setter is still used as a hunting dog today as well as a family companion.",L,,,,,,,,,
English Springer Spaniel,"The English Springer Spaniel dog breed was developed as a gun dog to flush, or spring, game in the field, but he’s also a popular companion. Athletic and versatile, he’s been known to participate in agility, hunt tests, tracking, obedience trials and more, and he’s a great pal to have along when you go hiking or camping.",M,,,,,,,,,
English Toy Spaniel,"Nicknamed “Charlies” after the king who loved them, English Toy Spaniels are quieter and more reclusive than their Cavalier cousins, but they can have a mischievous spark. They tend to prefer a single person and are not a “hail fellow, well met” type of dog breed.",S,,,,,,,,,
Entlebucher Mountain Dog,"The Entlebucher Mountain Dog has the independent spirit of other herding breeds, but still relishes spending time with his people — especially if they give him a job to do. He can be territorial and will bark to warn you of visitors.",M,,,,,,,,,
Eurasier,"The Eurasier is a breed of medium-sized dogs of the Spitz type that first came from Germany. These dogs are known to be very intelligent, loyal, and even-tempered.

Eurasiers can go by many other names such as Eurasian, Eurasian Spitz, Eurasian dog, and most notably, Wolf-Chow. You can find Eurasier dogs in shelters and breed specific rescues, so remember to adopt!


These dogs are very solid watchdogs and pack-oriented, which makes them ideal for those with families and even kids. However, Eurasiers don’t do well when left alone, especially in a room by themselves. They do best when they are part of a family and, when left on their own, can grow anxious and depressed.",S,,,,,,,,,
